sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds
far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds
far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,far-clouds,far-clouds,far-clouds,far-clouds,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,near-clouds,near-clouds,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,sky,sky,sky,near-clouds,near-clouds,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,near-clouds,near-clouds,sky,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,sky,sky,near-clouds,near-clouds,near-clouds,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,near-clouds,sky,sky,sky,near-clouds,near-clouds,near-clouds,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,near-clouds,near-clouds,near-clouds,near-clouds,sky,sky,near-clouds,near-clouds,foreground,foreground,near-clouds,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,foreground,foreground,foreground,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,foreground,foreground,foreground,foreground,foreground,foreground,foreground,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky,sky
background,background,background,background,background,background,background,background,background,background,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background
background,background,background,background,background,background,background,background,background,foreground,foreground,foreground,foreground,foreground,foreground,foreground,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background,background
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground
foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground,foreground
